0.403,-0.171,-0.233,-0.024,-0.068,0.027,-0.783,0
1.105,0.547,0.961,0.974,-0.235,0.791,0.304,1
-0.186,0.019,0.012,-0.024,-0.18,0.394,0.499,1
1.014,1.154,0.961,0.974,1.068,1.233,1.399,2
-0.186,0.059,-0.233,-0.024,-0.18,0.468,-0.173,1
1.014,0.291,0.961,0.974,0.569,-0.443,1.039,2
-0.828,-1.749,-1.426,-1.021,-1.098,-1.679,-1.745,0
-0.247,-0.298,-0.233,-0.024,-0.185,-0.223,-0.173,1
0.984,0.924,0.725,0.974,1.295,0.791,1.039,2
1.105,0.924,0.961,0.974,0.569,0.791,1.039,2
-0.277,-0.298,-0.233,-0.024,-0.18,-0.223,-0.173,1
-1.477,-1.749,-0.954,-1.021,-1.656,-1.679,-1.21,0
0.463,0.059,0.004,-0.024,0.207,0.468,0.072,1
1.105,0.368,0.961,0.974,0.569,-0.296,1.159,2
1.105,1.154,0.961,0.974,1.295,1.233,0.328,1
0.984,0.924,0.961,0.974,1.068,0.791,1.039,2
0.463,-0.614,0.004,-0.024,0.378,-0.841,-0.173,1
1.105,0.924,0.961,0.974,1.068,0.791,0.242,1
-0.186,-0.298,-0.233,-0.024,-0.294,-0.223,0.362,1
-0.965,0.205,0.961,0.974,-0.379,-0.619,0.909,2
-0.186,-0.298,0.004,-0.024,-0.18,-0.223,-0.173,1
1.105,0.838,0.961,0.974,0.962,0.616,1.154,2
-0.186,-0.298,0.004,-0.024,-0.18,-0.223,-0.663,0
0.372,-0.135,-0.233,-0.024,0.378,0.1,-0.413,1
-0.186,-0.298,-0.233,-0.024,-0.18,-0.223,0.362,1
-0.186,-0.298,-0.233,-0.024,-0.513,-0.223,-0.173,1
0.372,-0.135,-0.233,-0.024,0.207,0.1,-0.903,0
-0.186,-0.298,-0.233,-0.024,-0.679,-0.223,0.362,1
-0.186,-0.298,0.004,-0.024,-0.351,-0.223,-0.173,1
-0.277,0.019,-0.233,-0.024,-0.18,0.394,-0.173,1
0.463,-0.298,-0.233,-0.024,-0.292,-0.223,0.362,1
-0.277,-0.298,-0.233,-0.024,-0.18,-0.223,-0.173,1
0.984,0.924,0.961,0.974,1.295,0.791,-0.305,1
1.014,1.154,0.725,0.974,1.068,1.233,-0.008,1
1.014,0.924,0.961,0.974,1.295,0.791,1.039,2
0.456,0.924,0.961,0.974,0.51,0.791,1.039,2
-1.477,-1.749,-1.426,-1.021,-1.656,-1.679,-1.745,0
-0.178,-1.749,-1.426,-1.021,-0.54,-1.679,-1.745,0
-1.477,-1.117,-1.426,-1.021,-1.656,-0.445,-1.745,0
-2.768,-1.084,-2.62,-2.019,-1.742,-1.752,-0.248,1
-0.82,-1.499,-2.62,-2.019,-0.068,-1.284,-0.948,0
-1.477,-0.346,-1.426,-1.021,-0.267,-1.679,-1.745,0
-0.186,0.028,-0.233,-0.024,-0.18,-0.223,-0.173,1
-1.508,-1.749,-1.426,-1.021,-1.656,-1.679,-1.745,0
-0.178,-1.749,-1.19,-1.021,-0.54,-1.679,-0.675,0
-1.477,-1.749,-1.426,-1.021,-1.656,-1.679,-1.745,0
-0.247,-0.298,-0.233,-0.024,-0.294,-0.223,-0.173,1
-0.186,0.344,-0.233,-0.024,-0.014,0.394,0.362,1
0.372,-0.451,-0.233,-0.024,0.378,-0.518,-0.413,1
-0.186,-0.298,-0.233,-0.024,-0.351,-0.223,-0.173,1
-0.277,0.019,-0.233,-0.024,-0.18,0.394,-0.663,0
-1.477,-1.749,-1.426,-1.021,-1.988,-1.679,-1.745,0
-0.239,-1.749,-1.19,-1.021,-0.54,-1.679,-1.745,0
-1.477,-1.749,-1.426,-1.021,-1.656,-1.679,-1.745,0
-0.186,-0.298,-0.233,-0.024,-0.18,-0.223,-0.173,1
-1.477,-1.749,-1.426,-1.021,-1.769,-1.679,-1.073,0
-0.178,-1.749,-1.426,-1.021,-0.54,-1.679,-1.745,0
-0.186,-0.298,-0.233,-0.024,-0.347,-0.223,0.362,1
-1.477,-1.117,-1.426,-1.021,-1.656,-0.445,-1.745,0
-0.186,-0.298,-0.233,-0.024,-0.18,-0.223,-0.173,1
-1.477,-1.749,-1.426,-1.021,-1.769,-1.679,-1.745,0
-0.186,-0.298,-0.233,-0.024,-0.513,-0.223,-0.173,1
-1.477,-1.749,-1.426,-1.021,-1.656,-1.679,-1.745,0
-0.186,-0.298,-0.233,-0.024,-0.18,-0.223,-0.173,1
-1.477,-1.749,-1.426,-1.021,-1.656,-1.679,-1.745,0
-0.186,-0.298,-0.233,-0.024,-0.18,-0.223,0.499,1
0.984,1.154,0.961,0.974,1.295,1.233,0.664,1
-0.186,-0.298,-0.233,-0.024,-0.18,-0.223,-0.173,1
1.105,0.924,0.961,0.974,1.068,0.791,1.039,2
0.334,0.829,0.961,0.974,0.238,1.233,0.727,1
-1.469,-3.201,-2.62,-2.019,-2.015,-3.136,-1.575,0
-2.111,-0.831,-2.869,-3.017,-0.849,0.644,-0.231,1
-0.82,-1.472,-2.62,-2.019,-0.068,-3.136,-0.658,0
-1.461,-1.504,-3.105,-3.017,-0.292,-0.665,-1.313,0
-2.768,-2.488,-2.62,-2.019,-3.131,-1.752,-2.247,0
-0.82,-2.488,-2.148,-2.019,-1.457,-1.752,-2.247,0
-1.477,-1.749,-1.426,-1.021,-1.656,-1.679,-1.745,0
-1.508,-1.099,-1.426,-1.021,-1.712,-1.679,-0.675,0
-1.477,-1.117,-1.426,-1.021,-1.988,-0.445,-1.5,0
-1.477,-1.749,-1.19,-1.021,-1.769,-1.679,-0.675,0
-0.178,-1.099,-1.426,-1.021,-0.54,-1.679,-1.21,0
1.075,0.924,0.961,0.974,0.569,0.791,1.039,2
-1.477,-1.117,-1.426,-1.021,-1.656,-0.445,-1.745,0
0.403,-0.298,-0.233,-0.024,0.378,-0.223,-0.173,1
0.984,1.154,0.961,0.974,1.295,1.233,0.664,1
0.334,1.154,0.961,0.974,0.737,1.233,0.909,2
0.456,0.924,0.961,0.974,0.51,0.791,1.039,2
-0.277,-0.298,-0.233,-0.024,-0.18,-0.223,-0.173,1
1.014,0.924,0.961,0.974,1.068,0.791,0.304,1
-0.186,-0.298,-0.233,-0.024,-0.18,-0.223,-0.173,1
0.984,1.154,0.961,0.974,1.295,1.233,0.864,1
-0.247,-0.298,-0.233,-0.024,-0.513,-0.223,0.362,1
-0.186,-0.298,-0.233,-0.024,-0.18,-0.223,0.362,1
0.984,0.924,0.961,0.974,1.068,0.791,0.304,1
0.984,1.154,0.961,0.974,1.124,1.233,0.664,1
0.365,0.924,0.961,0.974,0.011,0.791,0.367,1
0.984,0.924,0.961,0.974,1.124,0.791,0.304,1
1.105,1.154,0.961,0.974,0.569,1.233,1.399,2
0.984,1.154,0.961,0.974,1.124,1.233,1.399,2
1.014,0.924,0.961,0.974,0.569,0.791,1.039,2
0.433,1.154,0.961,-0.024,0.626,1.233,0.864,1
-0.239,0.924,0.961,-1.021,1.068,0.791,1.039,2
-0.186,-0.298,-0.233,-0.024,-0.18,-0.223,-0.173,1
0.463,-0.298,-0.233,-0.024,-0.121,-0.223,0.362,1
-0.186,-0.298,0.004,-0.024,-0.18,-0.223,-0.173,1
0.463,-0.451,-0.233,-0.024,-0.235,-0.518,-0.903,0
-0.186,-0.298,-0.233,-0.024,-0.18,-0.223,-0.173,1
0.463,-0.451,0.004,-0.024,-0.121,-0.518,0.122,1
-0.858,-0.298,-0.233,-1.021,-0.18,-0.223,-0.173,1
0.403,0.924,0.961,-0.024,0.569,0.791,1.039,2
-1.477,-1.749,-1.426,-1.021,-1.656,-1.679,-1.745,0
-0.888,-1.749,-0.962,-1.021,-1.098,-1.679,-1.745,0
-0.178,-1.749,-1.19,-1.021,-0.54,-1.679,-1.21,0
-0.239,-0.346,-0.952,-1.021,0.516,-1.679,-0.401,1
-1.477,-1.194,-0.962,-1.021,-1.769,-0.592,-1.865,0
-1.477,-1.099,-1.426,-1.021,-1.656,-1.679,-1.21,0
-1.477,-0.996,-1.426,-1.021,-0.267,-1.679,-1.745,0
0.463,-0.298,-0.233,-0.024,0.378,-0.223,0.362,1
0.365,1.154,0.961,0.974,0.072,1.233,0.664,1
-0.148,1.154,0.961,-1.021,1.068,1.233,1.399,2
0.365,0.924,0.961,0.974,0.737,0.791,1.039,2
1.105,0.481,0.257,0.974,0.403,-0.076,1.399,2
0.456,0.924,0.961,0.974,0.51,0.791,-0.031,1
0.463,-0.298,0.004,-0.024,0.378,-0.223,-0.173,1
-0.729,1.154,0.961,-2.019,0.63,1.233,1.399,2
-0.247,-0.298,0.004,-0.024,-0.18,-0.223,-0.173,1
1.014,0.924,0.961,0.974,1.295,0.791,1.039,2
-0.208,0.924,0.961,-1.021,1.295,0.791,1.039,2
1.105,1.154,0.961,0.974,1.068,1.233,0.664,1
1.105,0.644,0.489,0.974,0.63,0.247,0.424,1
-0.82,1.154,0.961,-2.019,1.124,1.233,1.399,2
1.044,0.798,0.729,0.974,0.46,0.541,0.664,1
0.456,0.924,0.961,0.974,0.51,0.791,0.504,1
1.044,0.567,0.725,0.974,0.63,0.1,1.039,2
1.044,0.924,0.961,0.974,1.068,0.791,0.504,1
1.044,0.644,0.725,0.974,1.295,0.247,1.159,2
1.105,0.567,0.961,0.974,1.124,0.1,0.304,1
-0.247,-0.298,-0.233,-0.024,-0.18,-0.223,-0.173,1
-1.431,0.924,0.961,-3.017,0.403,0.791,1.039,2
-0.277,-0.298,-0.233,-0.024,-0.18,-0.223,0.362,1
1.014,1.154,0.725,0.974,1.181,1.233,0.328,1
-0.247,-0.298,-0.233,-0.024,-0.679,-0.223,0.499,1
0.984,0.924,0.961,0.974,1.295,0.791,1.039,2
-0.117,1.154,0.725,-1.021,1.295,1.233,0.664,1
0.456,0.924,0.961,0.974,0.51,0.791,1.039,2
-0.85,1.154,0.961,-2.019,1.295,1.233,1.399,2
0.334,0.924,0.961,0.974,0.566,0.791,1.039,2
1.014,1.154,0.961,0.974,0.403,1.233,0.664,1
1.105,1.001,0.961,0.974,1.068,0.938,0.424,1
0.984,1.154,0.961,0.974,1.295,1.233,1.399,2
0.984,0.924,0.961,0.974,0.46,0.791,0.367,1
0.984,1.154,0.961,0.974,1.295,1.233,0.909,2
1.105,0.924,0.961,0.974,0.569,0.791,1.039,2
0.984,1.154,0.961,0.974,1.295,1.233,0.727,1
0.984,0.924,0.961,0.974,0.569,0.791,0.304,1
1.105,0.924,0.961,0.974,0.63,0.791,1.039,2
-0.247,-0.298,-0.233,-0.024,-0.18,-0.223,-0.173,1
1.014,1.154,0.717,0.974,0.403,1.233,0.864,1
1.014,0.644,0.961,0.974,1.295,0.247,0.487,1
-0.789,1.154,0.961,-2.019,0.403,1.233,1.154,2
-0.216,-0.298,-0.233,-0.024,-0.513,-0.223,-0.173,1
-0.186,-0.298,-0.233,-0.024,-0.351,-0.223,0.362,1
-1.469,-2.252,-2.62,-2.019,-1.958,-1.284,-3.317,0
-0.186,-0.298,-0.233,-0.024,-0.18,-0.223,-0.663,0
-4.059,-1.598,-1.191,-3.017,-2.523,-2.74,-2.201,0
-4.059,-1.607,-1.203,-3.017,-3.912,-0.665,-2.873,0
-1.477,-1.108,-1.426,-1.021,-1.656,-1.062,-1.745,0
-0.186,0.019,-0.233,-0.024,-0.351,0.394,-0.173,1
-2.768,-1.918,-1.216,-2.019,-3.131,-1.901,-1.711,0
-1.477,-1.393,-1.426,-1.021,-1.769,-0.988,-1.745,0
-0.156,0.059,-0.233,-0.024,-0.679,0.468,0.362,1
-0.186,-0.298,-0.233,-0.024,-0.18,-0.223,-0.173,1
-0.186,0.242,-0.233,-0.024,0.514,0.1,-0.413,1
-0.186,-0.298,-0.233,-0.024,-0.849,-0.223,-0.663,0
-0.186,-0.451,-0.233,-0.024,-0.351,-0.518,-0.413,1
-0.186,0.079,-0.233,-0.024,0.015,-0.223,-0.173,1
1.014,1.154,0.961,0.974,1.068,1.233,1.399,2
1.014,1.154,0.961,0.974,0.403,1.233,0.864,1
1.014,0.798,0.961,0.974,1.068,0.541,1.399,2
1.014,0.924,0.961,0.974,0.63,0.791,1.039,2
1.105,0.778,0.961,0.974,0.601,1.233,0.909,2
-0.186,-0.298,-0.233,-0.024,-0.351,-0.223,-0.173,1
1.105,0.924,0.961,0.974,1.295,0.791,1.039,2
-0.186,-0.298,-0.233,-0.024,-0.18,-0.223,-0.173,1
1.014,0.924,0.961,0.974,1.068,0.791,0.304,1
1.014,0.684,0.961,0.974,0.403,0.321,0.424,1
1.014,1.154,0.961,0.974,0.63,1.233,1.399,2
1.014,1.154,0.961,0.974,1.068,1.233,1.399,2
1.014,-0.106,0.961,0.974,0.46,-1.209,1.039,2
1.014,0.924,0.961,0.974,1.295,0.791,1.039,2
1.044,0.838,0.961,0.974,1.068,0.616,0.727,1
1.075,1.154,0.961,0.974,1.295,1.233,0.664,1
-0.186,-0.298,-0.233,-0.024,-0.18,-0.223,0.362,1
-0.216,-0.058,-0.233,-0.024,-0.679,0.247,-0.293,1
-0.186,0.059,-0.233,-0.024,-0.18,0.468,0.362,1
-0.216,0.019,-0.233,-0.024,-0.18,0.394,-0.663,0
1.044,0.924,0.961,0.974,0.796,0.791,1.039,2
-0.186,-0.298,-0.001,-0.024,-0.18,-0.223,-0.173,1
1.014,0.924,0.961,0.974,0.516,0.791,1.039,2
-0.186,-0.298,0.005,-0.024,-0.18,-0.223,-0.173,1
1.105,1.154,0.961,0.974,1.181,1.233,0.664,1
-0.186,0.059,0.005,-0.024,-0.18,0.468,-0.173,1
1.044,0.924,0.961,0.974,1.181,0.791,1.039,2
1.014,1.154,0.961,0.974,0.516,1.233,0.664,1
-0.186,-0.298,-0.233,-0.024,-0.18,-0.223,-0.173,1
1.044,0.924,0.961,0.974,1.181,0.791,1.039,2
-0.186,-0.298,-0.233,-0.024,-0.679,-0.223,-0.173,1
1.044,0.924,0.961,0.974,1.295,0.791,0.304,1
-0.186,0.436,-0.233,-0.024,0.015,0.468,-0.173,1
1.044,0.547,0.961,0.974,-0.012,0.791,0.504,1
-0.216,0.318,-0.233,-0.024,0.4,0.247,-0.111,1
0.984,-0.106,0.479,0.974,0.46,-1.209,-0.123,1
